GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,Id2,Geography,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US18076,18076,ZCTA5 18076,61354,10899,88750,20948,96429,12847,22069,5021
8600000US18077,18077,ZCTA5 18077,78333,8697,96806,12021,96424,13249,55250,19202
8600000US18078,18078,ZCTA5 18078,88977,4937,96375,9617,103942,6166,46719,10906
8600000US18079,18079,ZCTA5 18079,54063,21113,54375,18429,41736,30652,-,**
8600000US18080,18080,ZCTA5 18080,57006,5948,75190,5011,79349,4660,29764,5700
8600000US18081,18081,ZCTA5 18081,34219,8699,-,**,-,**,40703,33658
8600000US18083,18083,ZCTA5 18083,53333,34933,70781,21084,77188,36269,29519,7898
8600000US18085,18085,ZCTA5 18085,78542,13583,86429,7158,91667,11336,33125,18930
8600000US18086,18086,ZCTA5 18086,60694,41131,-,**,-,**,-,**
8600000US18087,18087,ZCTA5 18087,46858,24305,62756,43412,-,**,24886,18193
8600000US18088,18088,ZCTA5 18088,67909,4819,81636,2968,84750,8197,37538,8053
8600000US18091,18091,ZCTA5 18091,53393,5816,73125,7289,80547,9323,20160,4737
8600000US18092,18092,ZCTA5 18092,83713,8778,87647,11537,97031,9443,44531,26732
8600000US18101,18101,ZCTA5 18101,19048,4319,24353,4395,36167,5337,14547,2258
8600000US18102,18102,ZCTA5 18102,30767,1805,32281,2216,51944,4998,22155,2109
8600000US18103,18103,ZCTA5 18103,51279,2736,61838,2980,78138,4418,30707,4483
8600000US18104,18104,ZCTA5 18104,69698,3338,81946,4259,92307,5414,47955,5756
8600000US18105,18105,ZCTA5 18105,-,**,-,**,-,**,-,**
8600000US18106,18106,ZCTA5 18106,67262,8003,85417,10313,92396,12038,40200,10503
8600000US18109,18109,ZCTA5 18109,39781,4296,41695,6163,59217,5101,31440,2233
8600000US18195,18195,ZCTA5 18195,-,**,-,**,-,**,-,**
8600000US18201,18201,ZCTA5 18201,32719,2967,41544,3279,58353,3905,20731,2149
8600000US18202,18202,ZCTA5 18202,37541,3213,48736,5383,57463,6771,23592,2092
8600000US18210,18210,ZCTA5 18210,51503,3927,57642,9997,66348,12778,32045,18067
8600000US18211,18211,ZCTA5 18211,79575,10625,79950,10730,83277,8329,-,**
8600000US18212,18212,ZCTA5 18212,58750,17243,63333,12954,63333,12954,50000,32822
8600000US18214,18214,ZCTA5 18214,58882,8381,68194,12909,75417,12118,28000,5665
8600000US18216,18216,ZCTA5 18216,39250,6653,46818,7388,55833,9234,27235,12312
8600000US18218,18218,ZCTA5 18218,33393,3072,38194,5768,49531,9295,22000,8180
8600000US18219,18219,ZCTA5 18219,69427,9949,80156,19241,91053,16132,58750,16090
8600000US18220,18220,ZCTA5 18220,44250,5831,51875,12702,60625,22782,18977,3989
8600000US18221,18221,ZCTA5 18221,-,**,68311,60187,77778,27846,-,**
8600000US18222,18222,ZCTA5 18222,77240,10073,83888,3588,86667,8028,46349,16404
8600000US18223,18223,ZCTA5 18223,-,**,-,**,-,**,-,**
8600000US18224,18224,ZCTA5 18224,44511,6718,51488,8059,71123,6086,20257,3774
8600000US18225,18225,ZCTA5 18225,28625,13362,-,**,-,**,-,**
8600000US18229,18229,ZCTA5 18229,53643,3622,60339,6857,67560,8931,27217,6974
8600000US18230,18230,ZCTA5 18230,34583,7856,33750,5224,42500,36206,-,**
8600000US18231,18231,ZCTA5 18231,42019,14205,67813,9831,69896,7115,-,**
8600000US18232,18232,ZCTA5 18232,30607,4069,35972,6412,52000,14869,24412,3103
8600000US18234,18234,ZCTA5 18234,67784,59403,-,**,-,**,-,**
8600000US18235,18235,ZCTA5 18235,55242,2494,63872,5145,71034,6042,36387,7596
8600000US18237,18237,ZCTA5 18237,41365,3537,45861,3480,50417,8600,28125,6384
8600000US18239,18239,ZCTA5 18239,42938,42132,43563,915,-,**,-,**
8600000US18240,18240,ZCTA5 18240,47780,6629,61979,8373,70179,11547,28656,10987
8600000US18241,18241,ZCTA5 18241,43750,7898,47188,45416,79485,25345,40385,13882
8600000US18242,18242,ZCTA5 18242,30417,9083,35156,6739,-,**,26500,14243
8600000US18244,18244,ZCTA5 18244,60156,27920,62292,13187,64038,25651,-,**
8600000US18245,18245,ZCTA5 18245,52813,28028,52656,29797,60294,44799,-,**
8600000US18246,18246,ZCTA5 18246,60313,17942,65694,3753,61094,13015,23417,7330
8600000US18248,18248,ZCTA5 18248,42031,28028,63750,19686,66111,20050,30139,29723
8600000US18249,18249,ZCTA5 18249,65727,7900,78750,14109,83787,11856,32450,9552
8600000US18250,18250,ZCTA5 18250,59148,16258,78077,20310,90625,18496,22885,11458
8600000US18251,18251,ZCTA5 18251,-,**,-,**,-,**,-,**
8600000US18252,18252,ZCTA5 18252,39356,5540,50703,3385,59971,6188,22819,3183
8600000US18254,18254,ZCTA5 18254,42692,8679,55481,16211,57308,7265,24750,11784
8600000US18255,18255,ZCTA5 18255,47866,4590,59191,5652,68550,8085,32838,4326
8600000US18256,18256,ZCTA5 18256,56313,24983,72782,34636,73750,4741,55333,25934
8600000US18301,18301,ZCTA5 18301,58952,5040,71073,5721,83494,9507,38414,3190
8600000US18302,18302,ZCTA5 18302,61813,5742,72070,5238,78750,9266,34375,6459
8600000US18321,18321,ZCTA5 18321,42474,6783,44279,8951,55107,20974,31146,9695
8600000US18322,18322,ZCTA5 18322,52955,6428,67241,24619,70481,21515,32917,16772
8600000US18323,18323,ZCTA5 18323,108229,46550,108576,21112,108576,21112,-,**
8600000US18324,18324,ZCTA5 18324,50426,7052,54929,7428,63936,11400,32435,18770
8600000US18325,18325,ZCTA5 18325,71750,16619,72350,17732,77361,13099,56829,22067
8600000US18326,18326,ZCTA5 18326,57981,11174,75795,18531,92721,15029,24243,6019
8600000US18327,18327,ZCTA5 18327,44583,13912,62000,12673,67500,17117,32708,10278
8600000US18328,18328,ZCTA5 18328,60167,5956,67643,7505,69750,6747,35000,26442
8600000US18330,18330,ZCTA5 18330,73571,15339,82109,9195,90044,6309,35500,12136
8600000US18331,18331,ZCTA5 18331,31193,21378,-,**,-,**,30114,21928
8600000US18332,18332,ZCTA5 18332,75179,13637,75268,13187,79650,14934,74821,55848
8600000US18333,18333,ZCTA5 18333,-,**,-,**,-,**,-,**
8600000US18334,18334,ZCTA5 18334,63992,6510,65661,11711,76087,3755,-,**
8600000US18335,18335,ZCTA5 18335,54100,4509,60313,15616,-,**,52604,11923
8600000US18336,18336,ZCTA5 18336,52882,8813,68512,7717,76042,10175,28269,6314
8600000US18337,18337,ZCTA5 18337,75313,7262,92034,7776,95507,6231,43482,9230
8600000US18340,18340,ZCTA5 18340,104688,80374,158125,91882,158125,91882,-,**
8600000US18342,18342,ZCTA5 18342,30662,18383,-,**,-,**,-,**
8600000US18343,18343,ZCTA5 18343,62245,7646,68320,5423,73654,12629,52365,9843
8600000US18344,18344,ZCTA5 18344,47725,12373,63409,22365,74392,49491,32227,8097
8600000US18346,18346,ZCTA5 18346,54671,15282,55263,21638,65455,20653,54352,17457
8600000US18347,18347,ZCTA5 18347,48773,5917,53078,5390,53713,13396,32500,8900
8600000US18349,18349,ZCTA5 18349,70048,48887,-,**,-,**,-,**
8600000US18350,18350,ZCTA5 18350,49811,7255,51638,29204,54000,44752,31417,18616
8600000US18351,18351,ZCTA5 18351,50625,18183,68750,21990,82500,18623,36250,14617
8600000US18352,18352,ZCTA5 18352,73021,24688,59048,27874,73958,26284,105236,83176
8600000US18353,18353,ZCTA5 18353,70599,7319,78306,9208,84583,13845,29323,5028
8600000US18354,18354,ZCTA5 18354,96250,36647,120536,45550,137578,51163,38625,32769
8600000US18355,18355,ZCTA5 18355,81413,14569,81630,12123,82750,13584,-,**
8600000US18356,18356,ZCTA5 18356,135350,38111,135350,38111,-,**,-,**
8600000US18357,18357,ZCTA5 18357,51763,38156,-,**,-,**,-,**
8600000US18360,18360,ZCTA5 18360,58022,6555,69970,4856,81223,6695,31394,3346
8600000US18370,18370,ZCTA5 18370,61386,9718,79167,23724,80893,31650,41122,15767
8600000US18371,18371,ZCTA5 18371,114750,67545,114429,65124,152792,77118,-,**
8600000US18372,18372,ZCTA5 18372,45773,8796,47023,13249,60034,19969,18864,8944
8600000US18403,18403,ZCTA5 18403,53737,6607,74679,8749,80542,7299,25401,6867
8600000US18405,18405,ZCTA5 18405,58846,5484,63889,13221,65469,11644,35078,19545
8600000US18407,18407,ZCTA5 18407,39580,2285,53203,5260,66500,4506,24604,3829
8600000US18411,18411,ZCTA5 18411,72205,5221,89600,4859,98072,3384,29840,4492
8600000US18413,18413,ZCTA5 18413,15966,4634,21944,6404,20972,11603,15170,4309
8600000US18414,18414,ZCTA5 18414,68897,4012,77853,4462,82188,5668,34412,9636
8600000US18415,18415,ZCTA5 18415,55081,10917,74583,31605,84688,17597,35875,20621
8600000US18417,18417,ZCTA5 18417,51607,14318,70375,7189,72222,4424,23750,13127
8600000US18419,18419,ZCTA5 18419,54732,3480,61438,6093,66786,9157,31020,3384
8600000US18420,18420,ZCTA5 18420,41591,10896,-,**,-,**,41250,3622
8600000US18421,18421,ZCTA5 18421,48720,2580,59803,5562,69408,9546,30110,5808
8600000US18424,18424,ZCTA5 18424,58443,4305,65000,3605,67385,7576,30061,3872
8600000US18425,18425,ZCTA5 18425,56161,16104,65288,10981,81875,13679,-,**
8600000US18426,18426,ZCTA5 18426,46445,4663,50283,5689,52868,3564,26667,16911
8600000US18427,18427,ZCTA5 18427,-,**,-,**,-,**,-,**
8600000US18428,18428,ZCTA5 18428,56556,3744,67275,10556,76676,6452,31037,2744
8600000US18430,18430,ZCTA5 18430,-,**,-,**,-,**,-,**
8600000US18431,18431,ZCTA5 18431,41449,3380,56365,6028,69643,3915,22224,2177
8600000US18433,18433,ZCTA5 18433,49741,7314,59934,11575,74625,9349,28207,5338
8600000US18434,18434,ZCTA5 18434,42311,8873,60000,10425,80850,10955,16435,3542
8600000US18435,18435,ZCTA5 18435,74688,34154,100357,82828,71154,42765,56833,22169
8600000US18436,18436,ZCTA5 18436,50793,3605,64095,9361,70104,9411,28633,6301
8600000US18437,18437,ZCTA5 18437,30833,16712,58958,27199,59167,20319,23750,14625
8600000US18438,18438,ZCTA5 18438,62708,18098,71667,14820,70833,12638,39398,7171
8600000US18439,18439,ZCTA5 18439,53333,26925,75938,17842,86528,10982,33438,16015
8600000US18441,18441,ZCTA5 18441,27083,16417,25972,14244,-,**,38333,32749
8600000US18443,18443,ZCTA5 18443,71930,4151,72061,4501,72061,4493,53929,53256
8600000US18444,18444,ZCTA5 18444,65576,4469,80175,3521,85550,4792,38750,4444
8600000US18445,18445,ZCTA5 18445,49398,7048,57031,19674,74046,4885,30042,10113
8600000US18446,18446,ZCTA5 18446,49340,4508,63092,9099,67279,7077,24231,6880
8600000US18447,18447,ZCTA5 18447,48069,3052,62083,8941,68827,5879,27154,6324
8600000US18451,18451,ZCTA5 18451,59821,15618,54267,10664,59821,21843,-,**
8600000US18452,18452,ZCTA5 18452,39318,5794,62045,10471,60852,13117,25966,5747
8600000US18453,18453,ZCTA5 18453,44333,5312,50227,6957,51719,11377,21667,3826
8600000US18454,18454,ZCTA5 18454,-,**,-,**,-,**,-,**
8600000US18455,18455,ZCTA5 18455,109375,68249,110000,2910,109063,63079,-,**
8600000US18456,18456,ZCTA5 18456,47115,17205,65227,2868,66875,9299,18750,16972
8600000US18457,18457,ZCTA5 18457,57724,7214,57724,6926,58205,4161,-,**
8600000US18458,18458,ZCTA5 18458,60545,7911,69167,8952,76071,11616,45150,5795
8600000US18459,18459,ZCTA5 18459,-,**,-,**,-,**,-,**
8600000US18460,18460,ZCTA5 18460,53393,23336,66923,30778,86932,24507,16250,11733
8600000US18461,18461,ZCTA5 18461,42083,13373,61016,10478,61944,9395,30104,11851
8600000US18462,18462,ZCTA5 18462,59732,13721,71111,11199,73750,11051,29375,15195
8600000US18463,18463,ZCTA5 18463,56750,26653,72292,45423,83250,43750,-,**
8600000US18464,18464,ZCTA5 18464,46328,12723,64375,25724,76625,20133,24792,7199
8600000US18465,18465,ZCTA5 18465,49018,6822,59750,7283,62212,11858,29286,9638
8600000US18466,18466,ZCTA5 18466,56078,7012,61259,5479,71394,9782,35655,7506
8600000US18469,18469,ZCTA5 18469,72576,16401,73333,5822,74432,42909,-,**
8600000US18470,18470,ZCTA5 18470,64271,12539,83409,11036,95882,13939,28594,7331
8600000US18471,18471,ZCTA5 18471,80500,23804,106667,49392,97250,46954,50385,21874
8600000US18472,18472,ZCTA5 18472,52500,3815,62604,3413,68882,3934,30257,4104
8600000US18473,18473,ZCTA5 18473,41607,28616,63355,35585,67917,35927,31477,29494
8600000US18503,18503,ZCTA5 18503,16667,4482,47031,19515,47031,19515,14869,3336
8600000US18504,18504,ZCTA5 18504,41128,2270,52070,4553,66814,4735,24058,2973
8600000US18505,18505,ZCTA5 18505,39772,2734,51055,3360,65588,7062,25614,3878
8600000US18507,18507,ZCTA5 18507,56817,5434,72143,14929,85110,18101,28603,10382
8600000US18508,18508,ZCTA5 18508,32937,2518,36968,4137,55771,4905,25484,5220
8600000US18509,18509,ZCTA5 18509,42830,3789,60470,4403,77231,5009,26804,1812
8600000US18510,18510,ZCTA5 18510,37482,4743,55243,4415,68021,8033,23725,3117
8600000US18512,18512,ZCTA5 18512,46019,4759,58938,6188,69729,8131,27329,6020
8600000US18517,18517,ZCTA5 18517,43548,4479,46935,5144,57117,22924,25875,8882
8600000US18518,18518,ZCTA5 18518,47151,5445,57014,6521,69519,9653,30219,6822
8600000US18519,18519,ZCTA5 18519,39271,5614,54904,16996,75417,10372,25903,4794
8600000US18602,18602,ZCTA5 18602,123333,16688,142500,27181,148333,27332,63125,34743
8600000US18603,18603,ZCTA5 18603,44059,3838,55399,4846,61774,5110,23576,3669
8600000US18610,18610,ZCTA5 18610,53569,6969,57031,8371,65446,12922,37260,7016
8600000US18612,18612,ZCTA5 18612,63489,2369,80128,8699,87328,11229,29482,4431
8600000US18614,18614,ZCTA5 18614,42564,3067,54922,6286,59750,9021,23239,5580
8600000US18615,18615,ZCTA5 18615,51964,8974,65833,9400,69167,4291,30000,18573
8600000US18616,18616,ZCTA5 18616,55278,17604,58542,6615,58229,5385,34808,6339
8600000US18617,18617,ZCTA5 18617,32813,8999,43100,4105,56500,7270,16544,15732
8600000US18618,18618,ZCTA5 18618,56151,7700,60375,11781,72813,15196,35947,10919
8600000US18619,18619,ZCTA5 18619,48125,7124,60938,19741,56250,26447,16250,10739
8600000US18621,18621,ZCTA5 18621,53324,6349,64434,5306,69329,6383,25856,2504
8600000US18622,18622,ZCTA5 18622,21845,2548,21667,2414,22500,17878,30750,24916
8600000US18623,18623,ZCTA5 18623,52826,5804,55694,7373,62344,6102,32083,13174
8600000US18624,18624,ZCTA5 18624,56875,8453,58542,34040,-,**,-,**
8600000US18625,18625,ZCTA5 18625,46607,37732,105313,16960,110750,17334,29688,12408
8600000US18626,18626,ZCTA5 18626,61563,5409,67917,11093,68750,13094,40833,13714
8600000US18628,18628,ZCTA5 18628,34125,7488,46875,33839,61250,28061,19545,2209
8600000US18629,18629,ZCTA5 18629,52264,3281,55313,6353,62054,15471,42159,7170
8600000US18630,18630,ZCTA5 18630,55349,3992,57824,2734,59360,2759,34821,5892
8600000US18631,18631,ZCTA5 18631,44432,11982,52083,16206,53295,14168,42917,15915
8600000US18632,18632,ZCTA5 18632,40536,12681,47692,8453,48750,16281,29750,14026
8600000US18634,18634,ZCTA5 18634,38563,3895,51303,3881,61958,3278,24552,2283
8600000US18635,18635,ZCTA5 18635,50833,6421,61759,3034,69926,5433,25313,3195
8600000US18636,18636,ZCTA5 18636,49907,7663,51000,9353,60227,10489,30833,16598
8600000US18640,18640,ZCTA5 18640,42235,3861,59587,4866,72458,5101,25727,1362
8600000US18641,18641,ZCTA5 18641,52851,6491,64492,3746,74145,10763,35337,7268
8600000US18642,18642,ZCTA5 18642,50500,8304,67008,9960,71500,14943,22127,6431
8600000US18643,18643,ZCTA5 18643,47421,6744,68054,5172,84361,6280,23522,3544
8600000US18644,18644,ZCTA5 18644,56546,5593,77500,6713,86667,8940,22647,3904
8600000US18651,18651,ZCTA5 18651,36567,4919,42969,3894,58125,6809,26712,5102
8600000US18653,18653,ZCTA5 18653,69444,14660,69444,14076,97917,42129,-,**
8600000US18655,18655,ZCTA5 18655,48669,4940,62863,5013,69000,4831,21949,3011
8600000US18656,18656,ZCTA5 18656,52738,8668,59286,10487,69519,15409,33250,6760
8600000US18657,18657,ZCTA5 18657,55823,5320,69964,5222,79022,4654,27500,4686
8600000US18660,18660,ZCTA5 18660,55515,4154,68533,9608,77841,6061,36850,4723
8600000US18661,18661,ZCTA5 18661,51170,5605,66094,6442,68919,5769,33409,4417
8600000US18701,18701,ZCTA5 18701,18555,3066,20300,8740,85500,76902,18182,3189
8600000US18702,18702,ZCTA5 18702,36745,2021,50415,2805,68438,4063,21089,1550
8600000US18704,18704,ZCTA5 18704,49068,3467,63718,3201,74258,6592,31453,3644
8600000US18705,18705,ZCTA5 18705,43315,2828,54493,4292,63615,6782,28048,2619
8600000US18706,18706,ZCTA5 18706,41621,2290,56917,6232,73641,4146,25047,1781
8600000US18707,18707,ZCTA5 18707,79554,7076,91027,6980,104120,9311,35744,6755
8600000US18708,18708,ZCTA5 18708,78570,9711,90934,4968,104519,14559,36231,5879
8600000US18709,18709,ZCTA5 18709,40341,8163,52774,15766,64821,21475,27009,10877
8600000US18801,18801,ZCTA5 18801,53722,3019,62042,4473,68724,5283,30568,2784
8600000US18810,18810,ZCTA5 18810,43633,5384,54740,9594,61959,7515,18258,4568
8600000US18812,18812,ZCTA5 18812,67458,6157,85250,7849,85500,8892,30972,10967
8600000US18814,18814,ZCTA5 18814,55313,9813,56250,10178,70625,23482,"2,500-",***
8600000US18816,18816,ZCTA5 18816,78611,42488,78194,47778,78194,47778,-,**
8600000US18817,18817,ZCTA5 18817,70250,9110,62500,35442,71750,29541,73750,51428
8600000US18818,18818,ZCTA5 18818,49028,6805,61667,8760,64896,9581,28558,4024
8600000US18821,18821,ZCTA5 18821,39583,14722,59375,7616,62105,9466,20476,2588
8600000US18822,18822,ZCTA5 18822,42383,5165,53625,5103,59704,4202,24234,5575
8600000US18823,18823,ZCTA5 18823,55000,29645,76250,32607,90938,56701,13500,4721
8600000US18824,18824,ZCTA5 18824,54135,6248,58295,9300,79063,15993,35000,14136
8600000US18825,18825,ZCTA5 18825,51875,26885,50313,33850,41250,30027,-,**
8600000US18826,18826,ZCTA5 18826,56000,9714,57417,10457,66250,12347,34750,21095
8600000US18828,18828,ZCTA5 18828,41000,19078,36696,22797,51250,17360,-,**
8600000US18829,18829,ZCTA5 18829,50521,7621,55000,12665,69583,17561,19750,7514
8600000US18830,18830,ZCTA5 18830,58571,8723,67228,4197,69063,8949,31875,9027
8600000US18831,18831,ZCTA5 18831,45300,7230,55625,18642,58833,18328,35500,8318
8600000US18832,18832,ZCTA5 18832,54659,6707,63125,9422,72063,11330,30341,8665
8600000US18833,18833,ZCTA5 18833,50347,4648,55000,9775,62917,9618,24545,6570
8600000US18834,18834,ZCTA5 18834,46573,5508,54800,10350,62137,4650,33851,4039
8600000US18837,18837,ZCTA5 18837,52066,2506,56938,5072,60486,5261,22917,5896
8600000US18840,18840,ZCTA5 18840,48636,6281,68712,3826,75694,9513,27989,5351
8600000US18842,18842,ZCTA5 18842,45833,15025,55000,12102,55000,12102,27250,5373
8600000US18843,18843,ZCTA5 18843,50833,16833,71429,58598,72143,70754,-,**
8600000US18844,18844,ZCTA5 18844,57300,5154,62708,5396,73306,8225,35703,17280
8600000US18845,18845,ZCTA5 18845,52000,23537,53750,25807,63750,21243,52000,20617
8600000US18846,18846,ZCTA5 18846,62500,10903,65625,10528,71250,14626,-,**
8600000US18847,18847,ZCTA5 18847,41854,2919,51064,2865,61378,3822,22824,3026
8600000US18848,18848,ZCTA5 18848,51151,4425,64769,5208,72636,5173,30131,3778
8600000US18850,18850,ZCTA5 18850,53289,8268,63631,7227,67500,8702,30223,5106
8600000US18851,18851,ZCTA5 18851,49219,10980,57917,9959,62250,23725,20833,7312
8600000US18853,18853,ZCTA5 18853,61131,3624,67885,3798,73173,5079,35789,5076
8600000US18854,18854,ZCTA5 18854,47404,5953,60250,11959,62857,10331,25455,13622
8600000US18901,18901,ZCTA5 18901,86745,3172,120016,7704,125701,6352,40007,4608
8600000US18902,18902,ZCTA5 18902,127485,7836,143517,5424,152475,6824,59966,9614
8600000US18912,18912,ZCTA5 18912,111506,948,-,**,-,**,-,**
8600000US18913,18913,ZCTA5 18913,-,**,-,**,-,**,-,**
8600000US18914,18914,ZCTA5 18914,102456,4830,117827,7173,125000,7768,47656,10177
8600000US18915,18915,ZCTA5 18915,79464,26745,96118,21684,97303,15390,43750,25587
8600000US18917,18917,ZCTA5 18917,53182,10422,83083,10789,90208,13942,33194,12937
8600000US18920,18920,ZCTA5 18920,68580,22761,81422,30439,102763,66702,-,**
8600000US18923,18923,ZCTA5 18923,108519,24297,109821,31129,129330,47431,-,**
8600000US18925,18925,ZCTA5 18925,121453,19676,135200,28536,145956,22067,85667,63189
8600000US18929,18929,ZCTA5 18929,121319,12311,128906,18343,143024,15154,94250,39948
8600000US18930,18930,ZCTA5 18930,86270,11887,105101,23297,110609,21255,39792,24304
8600000US18932,18932,ZCTA5 18932,74609,43165,93281,59268,93438,73639,-,**
8600000US18935,18935,ZCTA5 18935,-,**,-,**,-,**,-,**
8600000US18936,18936,ZCTA5 18936,-,**,-,**,-,**,-,**
8600000US18938,18938,ZCTA5 18938,103297,9125,135018,10424,145457,21590,57250,9465
8600000US18940,18940,ZCTA5 18940,113007,4949,134866,5760,146317,7433,60380,5915
8600000US18942,18942,ZCTA5 18942,80093,11273,89963,7795,96650,9869,38113,16011
8600000US18944,18944,ZCTA5 18944,80712,5217,93604,4779,100278,6383,36821,10150
8600000US18947,18947,ZCTA5 18947,91023,14838,104016,11785,119563,16507,38078,6789
8600000US18950,18950,ZCTA5 18950,-,**,137989,137344,137989,137344,-,**
8600000US18951,18951,ZCTA5 18951,66052,5164,81657,4494,92352,6862,38904,4054
8600000US18954,18954,ZCTA5 18954,125944,4638,131694,9007,140049,8966,38125,14437
8600000US18955,18955,ZCTA5 18955,68509,7877,72250,17506,85625,37556,31979,22007
8600000US18960,18960,ZCTA5 18960,72446,7324,85288,10103,98300,8309,40240,13572
8600000US18962,18962,ZCTA5 18962,62143,14883,82045,17345,83125,23133,39444,13639
8600000US18964,18964,ZCTA5 18964,76190,5916,85589,4002,89842,5326,35881,5616
8600000US18966,18966,ZCTA5 18966,90642,4718,111318,3890,120313,4515,42624,3808
8600000US18969,18969,ZCTA5 18969,71318,4310,83306,6912,94471,9940,27695,6378
8600000US18970,18970,ZCTA5 18970,72721,8796,81375,15177,84231,33603,50781,11347
8600000US18972,18972,ZCTA5 18972,67132,5242,69798,5807,72143,9046,49688,22082
8600000US18974,18974,ZCTA5 18974,71122,3623,90932,3558,97245,5321,36729,3426
8600000US18976,18976,ZCTA5 18976,86572,5470,109097,6355,114326,6325,50534,4941
8600000US18977,18977,ZCTA5 18977,136982,23220,151103,30382,152426,32682,85750,25912
8600000US18980,18980,ZCTA5 18980,80938,32546,98295,21028,105909,44939,62583,20272
8600000US19001,19001,ZCTA5 19001,74231,4798,87227,6773,100500,5308,41962,4930
8600000US19002,19002,ZCTA5 19002,101709,4255,128324,8293,141506,4483,41684,2226
8600000US19003,19003,ZCTA5 19003,82044,5470,107756,7689,121613,17426,50704,4180
8600000US19004,19004,ZCTA5 19004,110179,12242,137596,18618,156250,9858,53824,9475
8600000US19006,19006,ZCTA5 19006,94489,5194,113056,5824,122891,6804,35162,5897
8600000US19007,19007,ZCTA5 19007,46259,4256,56807,3905,77319,5632,25365,3290
8600000US19008,19008,ZCTA5 19008,82231,5201,102157,6826,110804,8603,42200,7758
8600000US19009,19009,ZCTA5 19009,83295,23254,98000,17711,102625,13866,25592,11552
8600000US19010,19010,ZCTA5 19010,100065,10293,151431,8577,172538,21629,40918,9095
8600000US19012,19012,ZCTA5 19012,88835,10086,96071,10727,114907,11981,58068,15838
8600000US19013,19013,ZCTA5 19013,27388,1550,33971,3173,59052,4314,19615,1225
8600000US19014,19014,ZCTA5 19014,78483,4205,91726,4587,103003,6210,43889,11968
8600000US19015,19015,ZCTA5 19015,60327,2954,72652,8202,89938,9474,34763,6614
8600000US19017,19017,ZCTA5 19017,77917,60787,-,**,156667,112506,-,**
8600000US19018,19018,ZCTA5 19018,56590,4210,66663,5783,79588,7633,36489,1755
8600000US19020,19020,ZCTA5 19020,62336,3156,76243,4415,87306,5082,40451,2411
8600000US19021,19021,ZCTA5 19021,53961,6766,63125,7917,77083,11896,33040,4663
8600000US19022,19022,ZCTA5 19022,40063,5015,40536,5521,54393,14159,32813,16473
8600000US19023,19023,ZCTA5 19023,40547,3445,44755,5259,70797,4689,25299,6742
8600000US19025,19025,ZCTA5 19025,131382,18041,151136,18780,160329,15392,42313,17404
8600000US19026,19026,ZCTA5 19026,66978,2941,87815,6051,107614,5211,39721,3072
8600000US19027,19027,ZCTA5 19027,65123,5064,89500,9494,109401,5895,36868,4566
8600000US19029,19029,ZCTA5 19029,50650,7142,59688,11704,74000,15862,33456,5863
8600000US19030,19030,ZCTA5 19030,63974,4925,83022,4806,95949,9987,24904,4859
8600000US19031,19031,ZCTA5 19031,96250,11971,117721,10532,118077,11926,22992,8892
8600000US19032,19032,ZCTA5 19032,60750,6917,61375,10646,76221,11275,50592,10516
8600000US19033,19033,ZCTA5 19033,77603,7636,97891,7267,104878,9436,44922,5763
8600000US19034,19034,ZCTA5 19034,132331,13953,160278,13467,168750,16096,28199,9871
8600000US19035,19035,ZCTA5 19035,193152,30850,234028,50120,"250,000+",***,46688,27291
8600000US19036,19036,ZCTA5 19036,60114,6011,76250,4529,83841,8165,29220,2977
8600000US19038,19038,ZCTA5 19038,84355,2977,102383,5364,114417,6114,51688,6839
8600000US19040,19040,ZCTA5 19040,72287,3667,88781,3265,96793,5828,41347,2959
8600000US19041,19041,ZCTA5 19041,109205,17813,195500,32084,206250,28033,64184,7188
8600000US19043,19043,ZCTA5 19043,56194,12845,72708,37271,74375,43515,35993,7661
8600000US19044,19044,ZCTA5 19044,69877,7359,95899,5048,105897,13424,46742,4810
8600000US19046,19046,ZCTA5 19046,83867,4948,110946,6137,128614,9408,41647,5547
8600000US19047,19047,ZCTA5 19047,86118,4255,106568,4115,115691,6630,45711,3140
8600000US19050,19050,ZCTA5 19050,51780,1929,65470,4870,88554,6888,36250,1327
8600000US19053,19053,ZCTA5 19053,76932,4732,87383,8480,95297,5251,45953,7062
8600000US19054,19054,ZCTA5 19054,70502,5095,77313,5232,86461,5779,48272,13667
8600000US19055,19055,ZCTA5 19055,71445,7768,79885,8313,87105,4562,41875,9662
8600000US19056,19056,ZCTA5 19056,70612,5334,84527,7394,94595,6724,36588,8821
8600000US19057,19057,ZCTA5 19057,62145,7292,71744,10830,85136,6892,38906,10049
8600000US19060,19060,ZCTA5 19060,128918,5675,148555,15950,153777,8164,49006,14722
8600000US19061,19061,ZCTA5 19061,52941,2761,64232,4387,80438,7936,30918,4929
8600000US19063,19063,ZCTA5 19063,91740,6163,121250,5609,133116,6852,45374,2576
8600000US19064,19064,ZCTA5 19064,104185,4993,113775,5445,120566,4817,49801,7817
