GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,Id2,Geography,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US59855,59855,ZCTA5 59855,22813,12701,25833,21381,56186,1248,-,**
8600000US59856,59856,ZCTA5 59856,34265,6005,46250,14006,44250,13733,18438,7820
8600000US59858,59858,ZCTA5 59858,44375,13055,52188,14311,54531,14730,30000,10017
8600000US59859,59859,ZCTA5 59859,37682,5222,43850,8735,47125,9066,24830,3904
8600000US59860,59860,ZCTA5 59860,38205,4160,56633,7622,65234,9119,21920,2322
8600000US59863,59863,ZCTA5 59863,8681,1261,-,**,-,**,8194,4933
8600000US59864,59864,ZCTA5 59864,39577,3896,47275,4260,55888,4836,20800,4299
8600000US59865,59865,ZCTA5 59865,30533,3615,43359,4699,52000,11652,18818,2736
8600000US59866,59866,ZCTA5 59866,33125,20120,-,**,-,**,26964,22050
8600000US59867,59867,ZCTA5 59867,74688,27285,-,**,-,**,90469,49087
8600000US59868,59868,ZCTA5 59868,43289,4781,45926,6426,51000,15024,24833,13400
8600000US59870,59870,ZCTA5 59870,44881,3949,54716,8128,64239,3661,26672,4208
8600000US59871,59871,ZCTA5 59871,44250,20203,44750,28321,53333,27458,-,**
8600000US59872,59872,ZCTA5 59872,33000,14518,59625,5611,65833,8446,20330,4809
8600000US59873,59873,ZCTA5 59873,32288,3487,32287,9163,38869,16547,32292,12431
8600000US59874,59874,ZCTA5 59874,44612,6245,49102,5338,53274,8096,29167,11649
8600000US59875,59875,ZCTA5 59875,35406,8131,50738,7127,51553,7920,24266,1923
8600000US59901,59901,ZCTA5 59901,47292,2221,59775,3658,65352,3574,26204,1523
8600000US59910,59910,ZCTA5 59910,41771,27871,49643,41168,49286,45574,-,**
8600000US59911,59911,ZCTA5 59911,54531,4003,60946,2977,62444,5383,28571,5284
8600000US59912,59912,ZCTA5 59912,46833,3739,56250,3772,59003,4575,26268,4548
8600000US59913,59913,ZCTA5 59913,-,**,-,**,60833,7275,-,**
8600000US59914,59914,ZCTA5 59914,56250,16213,68542,12216,68854,12618,39583,35211
8600000US59915,59915,ZCTA5 59915,30368,17343,28452,6886,35000,31491,26583,6899
8600000US59916,59916,ZCTA5 59916,45556,4543,35000,23866,36250,22545,47083,3787
8600000US59917,59917,ZCTA5 59917,30976,2142,34279,8541,41695,6293,24471,6537
8600000US59918,59918,ZCTA5 59918,43045,16634,43909,2456,43886,2276,17321,6084
8600000US59919,59919,ZCTA5 59919,-,**,-,**,-,**,-,**
8600000US59920,59920,ZCTA5 59920,52500,13295,66827,11588,68942,9261,27188,7827
8600000US59922,59922,ZCTA5 59922,53355,16142,70795,18721,83485,13645,39095,13720
8600000US59923,59923,ZCTA5 59923,36695,2742,53636,6297,57432,6672,22673,2617
8600000US59925,59925,ZCTA5 59925,51078,3120,53523,7449,54432,7803,27750,11654
8600000US59926,59926,ZCTA5 59926,24432,24003,40885,1497,41354,2745,-,**
8600000US59927,59927,ZCTA5 59927,50417,22851,56500,9373,57500,6428,-,**
8600000US59928,59928,ZCTA5 59928,49250,12502,52679,11101,52679,11101,-,**
8600000US59929,59929,ZCTA5 59929,38750,19018,36771,23522,36354,18107,48125,28242
8600000US59930,59930,ZCTA5 59930,41494,7538,46176,18232,46250,18448,-,**
8600000US59931,59931,ZCTA5 59931,56375,20672,68333,41115,57250,45195,-,**
8600000US59932,59932,ZCTA5 59932,56520,12968,58936,10652,59388,14347,-,**
8600000US59933,59933,ZCTA5 59933,-,**,-,**,61250,52720,-,**
8600000US59934,59934,ZCTA5 59934,36250,15103,60096,9894,60694,18502,19350,6129
8600000US59935,59935,ZCTA5 59935,35028,4826,42500,14766,46985,11613,22796,8880
8600000US59936,59936,ZCTA5 59936,47330,9352,63750,27849,63750,27849,43750,7323
8600000US59937,59937,ZCTA5 59937,52500,8377,72708,8216,79728,12319,26715,10870
8600000US60002,60002,ZCTA5 60002,77107,4502,90280,6873,100542,4228,40723,6266
8600000US60004,60004,ZCTA5 60004,82407,3645,104847,4239,113949,6863,49390,3981
8600000US60005,60005,ZCTA5 60005,71489,4543,95750,6338,108030,7462,39788,4974
8600000US60007,60007,ZCTA5 60007,71089,3094,91261,6835,102297,4534,42070,6045
8600000US60008,60008,ZCTA5 60008,64100,3390,79036,6339,93852,7649,41964,8282
8600000US60010,60010,ZCTA5 60010,130526,6510,152246,6096,162274,11355,47956,7562
8600000US60012,60012,ZCTA5 60012,121472,9225,133798,6101,135172,7565,46739,8403
8600000US60013,60013,ZCTA5 60013,97122,3808,108044,5084,114104,4581,54900,11197
8600000US60014,60014,ZCTA5 60014,83271,3012,97032,4479,109890,3935,49159,7203
8600000US60015,60015,ZCTA5 60015,137691,8450,160954,10382,176875,10024,55633,6621
8600000US60016,60016,ZCTA5 60016,61316,2194,73660,3900,81017,3078,39583,4776
8600000US60018,60018,ZCTA5 60018,56456,2623,65021,2820,72978,6199,34150,6366
8600000US60020,60020,ZCTA5 60020,52163,5143,69634,6481,77226,10061,32295,7473
8600000US60021,60021,ZCTA5 60021,96341,10054,104773,12091,112623,11184,45341,9582
8600000US60022,60022,ZCTA5 60022,185698,20547,216089,26753,219063,28984,62083,46570
8600000US60025,60025,ZCTA5 60025,87845,3749,114342,8854,126725,6406,42861,5786
8600000US60026,60026,ZCTA5 60026,107870,11788,142299,11283,151685,14964,45938,8866
8600000US60029,60029,ZCTA5 60029,168333,20895,170250,28780,171250,31912,78750,39253
8600000US60030,60030,ZCTA5 60030,81454,3887,101271,2947,110787,6209,46850,4525
8600000US60031,60031,ZCTA5 60031,86664,4198,102667,3812,117609,5795,50881,4454
8600000US60033,60033,ZCTA5 60033,51963,4421,59245,3107,64470,5172,36696,9478
8600000US60034,60034,ZCTA5 60034,54491,7774,66563,13748,80357,16037,30625,10892
8600000US60035,60035,ZCTA5 60035,130262,10513,161044,10604,174953,9876,46758,9252
8600000US60040,60040,ZCTA5 60040,54189,7245,77571,14743,85909,12713,36327,2668
8600000US60041,60041,ZCTA5 60041,62236,6202,69502,7842,88034,15851,45614,9689
8600000US60042,60042,ZCTA5 60042,72284,5120,81328,12900,92247,6889,53056,8824
8600000US60043,60043,ZCTA5 60043,211023,52056,"250,000+",***,"250,000+",***,93214,39683
8600000US60044,60044,ZCTA5 60044,102380,9283,137539,10186,150385,17383,54611,6288
8600000US60045,60045,ZCTA5 60045,167073,15230,207708,12966,219795,14446,74934,19220
8600000US60046,60046,ZCTA5 60046,83969,4608,99337,5485,108190,3154,46185,4713
8600000US60047,60047,ZCTA5 60047,130005,5939,143416,7290,155774,5419,52250,13931
8600000US60048,60048,ZCTA5 60048,123075,6121,153969,8534,164120,6535,51324,5667
8600000US60050,60050,ZCTA5 60050,63573,6174,79138,4485,86863,3770,33268,6097
8600000US60051,60051,ZCTA5 60051,76659,4014,89167,5708,99428,4096,41582,6427
8600000US60053,60053,ZCTA5 60053,75797,3236,85636,4114,89759,3384,31312,4886
8600000US60056,60056,ZCTA5 60056,69102,2806,82566,2819,89256,4242,40340,3837
8600000US60060,60060,ZCTA5 60060,80625,5465,95484,5228,105323,8666,44543,8536
8600000US60061,60061,ZCTA5 60061,96263,8997,111581,6372,127319,11409,53323,13785
8600000US60062,60062,ZCTA5 60062,104242,3188,133087,6600,143328,8245,40672,4367
8600000US60064,60064,ZCTA5 60064,34777,2269,40902,2830,50568,11520,21780,3114
8600000US60067,60067,ZCTA5 60067,90649,4528,117744,7485,133281,5654,50377,5884
8600000US60068,60068,ZCTA5 60068,92474,4778,118934,7701,134630,6986,44014,4495
8600000US60069,60069,ZCTA5 60069,91739,10259,130694,25489,149583,35563,42950,8384
8600000US60070,60070,ZCTA5 60070,63200,4870,73032,9187,81484,8043,46112,5097
8600000US60071,60071,ZCTA5 60071,52429,6916,80625,21892,107171,20552,36364,7314
8600000US60072,60072,ZCTA5 60072,92750,18174,96042,13070,104375,18575,56250,27392
8600000US60073,60073,ZCTA5 60073,66485,2610,71096,3434,79456,4199,45588,4315
8600000US60074,60074,ZCTA5 60074,66320,3110,79290,7316,89774,4176,47460,2755
8600000US60076,60076,ZCTA5 60076,72257,5042,87982,8030,100340,7489,39548,4289
8600000US60077,60077,ZCTA5 60077,57284,5338,65893,5755,76514,7750,35170,6790
8600000US60081,60081,ZCTA5 60081,86207,8570,96250,9230,100828,9879,45223,9952
8600000US60083,60083,ZCTA5 60083,90077,10185,102750,16606,115949,15730,60128,16256
8600000US60084,60084,ZCTA5 60084,77747,6098,92273,12911,100542,13156,41321,8514
8600000US60085,60085,ZCTA5 60085,41995,1376,45943,2248,60825,3631,28161,3831
8600000US60087,60087,ZCTA5 60087,54333,2987,63246,5561,75792,5981,36392,6264
8600000US60088,60088,ZCTA5 60088,57424,8483,56326,8216,60078,10137,62639,26095
8600000US60089,60089,ZCTA5 60089,101479,3142,118325,4752,128412,7642,52833,5180
8600000US60090,60090,ZCTA5 60090,60368,4057,71854,6130,78785,4776,43319,7357
8600000US60091,60091,ZCTA5 60091,138322,11534,174196,13225,186226,11688,51622,10259
8600000US60093,60093,ZCTA5 60093,170582,10124,207544,12132,218382,30328,51272,5026
8600000US60096,60096,ZCTA5 60096,81068,8643,91250,13382,103853,5884,44219,32945
8600000US60097,60097,ZCTA5 60097,60783,9777,77104,11995,88750,13047,44104,6330
8600000US60098,60098,ZCTA5 60098,61989,4207,74913,5972,88514,4101,34985,7935
8600000US60099,60099,ZCTA5 60099,51145,2936,61630,3006,78568,4877,29418,3867
8600000US60101,60101,ZCTA5 60101,56741,4309,67754,4631,80446,4670,34472,6456
8600000US60102,60102,ZCTA5 60102,98864,5847,112576,5863,122489,5787,46888,9700
8600000US60103,60103,ZCTA5 60103,100883,1903,110578,6409,117038,4157,45000,7400
8600000US60104,60104,ZCTA5 60104,51430,4818,59078,5218,78927,5052,32847,8170
8600000US60106,60106,ZCTA5 60106,63073,3873,70158,5892,83177,6332,36394,7510
8600000US60107,60107,ZCTA5 60107,76798,3535,80305,3785,86404,3472,54870,4199
8600000US60108,60108,ZCTA5 60108,77106,5647,95487,5948,104559,5354,47279,4181
8600000US60109,60109,ZCTA5 60109,75833,34782,97000,20265,100268,6588,26667,24113
8600000US60110,60110,ZCTA5 60110,59011,3080,59301,3656,77204,6330,44338,6435
8600000US60111,60111,ZCTA5 60111,-,**,158182,148205,158182,148205,-,**
8600000US60112,60112,ZCTA5 60112,65677,12127,77730,12657,83000,8908,41458,12429
8600000US60113,60113,ZCTA5 60113,49167,8417,50875,12069,61250,30305,41250,14910
8600000US60115,60115,ZCTA5 60115,39117,2833,62118,3126,77953,7057,25094,2901
8600000US60118,60118,ZCTA5 60118,80882,5151,100698,8625,108041,5503,45030,6694
8600000US60119,60119,ZCTA5 60119,96475,9939,102969,8763,108142,8800,49250,24062
8600000US60120,60120,ZCTA5 60120,53390,2287,59798,4818,67602,3901,36848,2977
8600000US60123,60123,ZCTA5 60123,56554,3027,65313,3563,81258,5706,36107,3038
8600000US60124,60124,ZCTA5 60124,96266,11743,108777,14531,114223,9811,61115,12971
8600000US60126,60126,ZCTA5 60126,100000,5083,120550,4705,130828,9533,46203,5694
8600000US60129,60129,ZCTA5 60129,58750,21659,59583,33450,76875,40486,-,**
8600000US60130,60130,ZCTA5 60130,51552,4508,70021,12766,88923,7564,37990,5406
8600000US60131,60131,ZCTA5 60131,57385,5447,70828,5331,80429,5975,34875,10467
8600000US60133,60133,ZCTA5 60133,70156,2801,73860,2468,80751,4151,44437,6129
8600000US60134,60134,ZCTA5 60134,105095,7354,118196,6359,125684,10256,43074,12275
8600000US60135,60135,ZCTA5 60135,57646,6520,70568,9065,76106,29735,35904,12051
8600000US60136,60136,ZCTA5 60136,123399,35630,123758,25482,130019,29793,84967,68954
8600000US60137,60137,ZCTA5 60137,97799,5431,129284,5908,143070,7763,43306,3361
8600000US60139,60139,ZCTA5 60139,57893,3383,63638,3301,70125,6800,47765,3986
8600000US60140,60140,ZCTA5 60140,78917,13876,84654,15643,97622,18521,46140,27959
8600000US60141,60141,ZCTA5 60141,-,**,-,**,-,**,-,**
8600000US60142,60142,ZCTA5 60142,80136,8564,95474,7593,97879,7898,33992,7487
8600000US60143,60143,ZCTA5 60143,84335,5979,98481,6578,104208,9255,45639,8546
8600000US60144,60144,ZCTA5 60144,63750,19098,63125,13613,63125,13613,-,**
8600000US60145,60145,ZCTA5 60145,72750,14404,90774,9352,99861,10958,42273,19073
8600000US60146,60146,ZCTA5 60146,54805,4386,60694,8147,64904,13207,32121,7691
8600000US60148,60148,ZCTA5 60148,74744,2658,84529,4300,96642,3820,48483,4427
8600000US60150,60150,ZCTA5 60150,65357,7780,73889,10965,83819,8267,47188,19397
8600000US60151,60151,ZCTA5 60151,72078,5501,72406,9791,83194,10569,47321,27579
8600000US60152,60152,ZCTA5 60152,76080,4929,89492,5858,95909,7038,40299,7162
8600000US60153,60153,ZCTA5 60153,44126,2890,53816,4201,61696,5083,20639,3330
8600000US60154,60154,ZCTA5 60154,72039,6972,90806,6530,97330,9346,39261,5134
8600000US60155,60155,ZCTA5 60155,50332,9349,64589,3849,69955,16342,31591,19444
8600000US60156,60156,ZCTA5 60156,85778,3544,90910,2667,101574,3847,56780,6805
8600000US60157,60157,ZCTA5 60157,98214,17695,110625,10877,113790,6505,43194,20825
8600000US60160,60160,ZCTA5 60160,45614,3746,49874,3955,63603,5051,25210,4439
8600000US60162,60162,ZCTA5 60162,51022,2057,52892,5983,73214,17978,39548,9651
8600000US60163,60163,ZCTA5 60163,70217,10652,81553,8369,83098,8682,46591,8053
8600000US60164,60164,ZCTA5 60164,60000,4297,71432,2836,73904,3409,24889,3845
8600000US60165,60165,ZCTA5 60165,40717,7838,47700,12216,62917,16479,22961,11709
8600000US60169,60169,ZCTA5 60169,71683,2479,80021,5427,93472,5985,45549,6945
8600000US60171,60171,ZCTA5 60171,48670,7630,57143,8513,67819,7393,24103,10695
8600000US60172,60172,ZCTA5 60172,79208,5562,92077,8015,104428,5420,48887,4882
8600000US60173,60173,ZCTA5 60173,76318,8260,86440,9625,91162,10666,62929,5764
8600000US60174,60174,ZCTA5 60174,82657,5151,103476,4793,115496,6291,43533,4180
8600000US60175,60175,ZCTA5 60175,126281,7030,135385,12668,146149,15040,60000,11354
8600000US60176,60176,ZCTA5 60176,52990,6718,60417,8491,66076,7844,40900,8465
8600000US60177,60177,ZCTA5 60177,86741,6052,100318,6589,110414,4208,43938,8996
8600000US60178,60178,ZCTA5 60178,70603,3570,86695,6687,95078,4822,40778,3875
8600000US60180,60180,ZCTA5 60180,59722,34231,88010,32372,88878,22517,42545,34020
8600000US60181,60181,ZCTA5 60181,70000,3347,81237,3879,87114,5914,46676,8664
8600000US60184,60184,ZCTA5 60184,145192,25623,164405,28556,177813,34848,72500,26115
8600000US60185,60185,ZCTA5 60185,74974,4655,80383,5549,89104,4394,43452,10268
8600000US60187,60187,ZCTA5 60187,94050,3738,113848,7735,122454,5712,43283,4762
8600000US60188,60188,ZCTA5 60188,76152,2414,93781,4149,104994,3417,38000,5553
8600000US60189,60189,ZCTA5 60189,93222,4623,121578,5260,136563,5234,50417,8307
8600000US60190,60190,ZCTA5 60190,100136,7002,118325,7026,121171,7994,55682,8537
8600000US60191,60191,ZCTA5 60191,63017,4136,70567,5675,74897,4251,34704,12141
8600000US60192,60192,ZCTA5 60192,120747,9066,125257,8547,128845,4704,76058,18554
8600000US60193,60193,ZCTA5 60193,78629,3486,92674,3261,99940,2977,51875,4150
8600000US60194,60194,ZCTA5 60194,69844,5065,81441,6865,92873,6447,46553,3294
8600000US60195,60195,ZCTA5 60195,77829,11325,90893,33506,118047,20999,68688,18092
8600000US60201,60201,ZCTA5 60201,70497,4716,125970,9853,152778,10772,36341,5320
8600000US60202,60202,ZCTA5 60202,71747,3637,90408,7242,117298,12807,50604,3932
8600000US60203,60203,ZCTA5 60203,108487,14097,128942,11603,135461,19203,51200,12871
8600000US60301,60301,ZCTA5 60301,70040,19979,106210,21657,122667,47460,49806,13564
8600000US60302,60302,ZCTA5 60302,79167,4670,123446,6987,147443,14911,41522,3230
8600000US60304,60304,ZCTA5 60304,93903,6178,124619,8071,140133,9088,51135,7503
8600000US60305,60305,ZCTA5 60305,103622,14514,146667,22316,165833,48024,53029,14338
8600000US60401,60401,ZCTA5 60401,60987,6349,76838,8450,83697,8161,34074,4406
8600000US60402,60402,ZCTA5 60402,59801,3635,67956,2748,79542,4482,37632,3649
8600000US60403,60403,ZCTA5 60403,50200,3101,61827,3456,72164,6140,31981,3773
8600000US60404,60404,ZCTA5 60404,93317,4642,102691,5844,112281,10526,37391,11024
8600000US60406,60406,ZCTA5 60406,41056,3988,48310,4486,58390,5151,26393,2434
8600000US60407,60407,ZCTA5 60407,59375,9109,67188,7319,81442,11451,33750,20216
8600000US60408,60408,ZCTA5 60408,61269,4892,73433,7902,89286,23958,50398,10655
8600000US60409,60409,ZCTA5 60409,40942,2567,49486,3744,64430,5674,26879,4820
8600000US60410,60410,ZCTA5 60410,88039,6095,93133,6651,100223,11470,52115,16167
8600000US60411,60411,ZCTA5 60411,40283,2046,50136,3247,70031,6494,22425,1956
8600000US60415,60415,ZCTA5 60415,43229,4671,44937,4601,52096,10845,30812,3936
8600000US60416,60416,ZCTA5 60416,62388,7770,77500,10569,91908,10955,39961,5924
8600000US60417,60417,ZCTA5 60417,64769,6043,77921,6636,90767,9462,37750,5614
8600000US60419,60419,ZCTA5 60419,44257,4185,48481,3192,69475,5809,29364,8113
8600000US60420,60420,ZCTA5 60420,62266,5432,73864,13166,85870,1990,37670,10876
8600000US60421,60421,ZCTA5 60421,73556,6350,81698,8687,87132,12984,49286,19669
8600000US60422,60422,ZCTA5 60422,87027,10819,103418,12589,113500,18735,64176,12901
8600000US60423,60423,ZCTA5 60423,97703,5441,111308,5292,118633,7151,50711,9326
8600000US60424,60424,ZCTA5 60424,60179,7607,72917,14176,81848,9368,26979,4381
8600000US60425,60425,ZCTA5 60425,54277,8977,63082,5960,77059,6198,31083,9847
8600000US60426,60426,ZCTA5 60426,23303,2419,36010,4300,51592,4170,12875,2276
8600000US60428,60428,ZCTA5 60428,34668,5190,46765,7955,67770,8254,19849,3275
8600000US60429,60429,ZCTA5 60429,50628,4716,58922,7958,82634,10790,34268,9868
8600000US60430,60430,ZCTA5 60430,71423,3484,86509,3132,103881,5810,37431,8210
8600000US60431,60431,ZCTA5 60431,87284,5971,93470,5896,99531,4966,50483,6187
8600000US60432,60432,ZCTA5 60432,37169,3364,42076,5820,56985,6020,24449,3473
8600000US60433,60433,ZCTA5 60433,43742,3058,54515,7763,61242,1629,27911,3335
8600000US60435,60435,ZCTA5 60435,52269,1761,63532,2343,76182,4639,36158,2988
8600000US60436,60436,ZCTA5 60436,49781,4991,54012,3350,60438,3212,31378,7317
8600000US60437,60437,ZCTA5 60437,39167,3931,40750,20242,41000,25936,38393,10554
8600000US60438,60438,ZCTA5 60438,49881,5632,61201,8527,80631,6529,30276,3837
8600000US60439,60439,ZCTA5 60439,92926,6672,116515,9719,121214,9759,51532,12353
8600000US60440,60440,ZCTA5 60440,69680,3037,75889,2678,85714,3986,41064,3870
8600000US60441,60441,ZCTA5 60441,73785,2469,87236,4447,102668,5140,42771,6178
8600000US60442,60442,ZCTA5 60442,84458,5843,99693,7760,104073,4359,49460,6797
8600000US60443,60443,ZCTA5 60443,72336,8671,95696,3374,107748,11200,30811,8812
8600000US60444,60444,ZCTA5 60444,71705,6601,83594,9970,94265,7096,36563,13708
8600000US60445,60445,ZCTA5 60445,58037,3041,73905,3047,83992,6553,34066,4595
8600000US60446,60446,ZCTA5 60446,71042,4928,79067,4488,86984,6931,46985,4857
8600000US60447,60447,ZCTA5 60447,73182,9283,84951,7515,89023,14139,41646,5607
8600000US60448,60448,ZCTA5 60448,96654,6070,108941,5594,113750,6600,52656,4888
8600000US60449,60449,ZCTA5 60449,76648,5117,78191,9191,93060,14744,53943,4562
8600000US60450,60450,ZCTA5 60450,65062,4252,76795,7712,88125,8763,28241,2126
8600000US60451,60451,ZCTA5 60451,101580,3238,110827,3524,117270,3686,49705,4529
8600000US60452,60452,ZCTA5 60452,75018,7998,85493,3968,98191,6568,40862,3260
8600000US60453,60453,ZCTA5 60453,58652,2797,73210,2535,86351,4318,35414,1836
8600000US60455,60455,ZCTA5 60455,52568,5360,60968,3206,69167,7174,33793,5892
8600000US60456,60456,ZCTA5 60456,42383,9785,68889,8801,71818,20494,26875,4905
8600000US60457,60457,ZCTA5 60457,61708,5579,64829,6081,73769,7305,33229,7340
8600000US60458,60458,ZCTA5 60458,48700,4234,55673,4279,69313,9852,31507,7486
8600000US60459,60459,ZCTA5 60459,54862,2754,63638,4065,69403,6291,28991,2724
8600000US60460,60460,ZCTA5 60460,59125,4345,68846,10536,75272,5604,39107,17463
8600000US60461,60461,ZCTA5 60461,99583,24158,121563,19080,127708,17353,63295,19936
8600000US60462,60462,ZCTA5 60462,82349,4091,100377,5051,109241,4609,41720,3212
8600000US60463,60463,ZCTA5 60463,78472,8433,101680,8263,107450,8718,38024,4704
8600000US60464,60464,ZCTA5 60464,75597,4608,115238,10403,123750,12582,25833,4555
8600000US60465,60465,ZCTA5 60465,57744,3315,70186,5995,74576,10776,44921,5765
8600000US60466,60466,ZCTA5 60466,44967,5015,56645,5020,79796,6858,27117,4255
8600000US60467,60467,ZCTA5 60467,93915,4548,112150,8099,119833,6975,42016,7104
8600000US60468,60468,ZCTA5 60468,78724,7086,88542,8299,95250,9132,41087,12383
8600000US60469,60469,ZCTA5 60469,40461,12045,53328,8070,60647,4272,21089,10440
8600000US60470,60470,ZCTA5 60470,65469,15127,79000,16213,83750,24675,32813,12179
8600000US60471,60471,ZCTA5 60471,52512,5683,62449,8005,92386,8961,35559,6032
8600000US60472,60472,ZCTA5 60472,30574,6099,44881,8294,62316,6903,13700,7708
8600000US60473,60473,ZCTA5 60473,63149,3131,72326,5829,84961,12222,36578,4651
8600000US60474,60474,ZCTA5 60474,63077,10387,72250,14167,77875,6605,39375,12183
8600000US60475,60475,ZCTA5 60475,43661,5068,68036,10551,78750,7223,30683,2620
8600000US60476,60476,ZCTA5 60476,52583,10294,63621,8978,73281,16410,30114,15800
8600000US60477,60477,ZCTA5 60477,66107,5056,85154,4490,95888,4648,41538,3164
8600000US60478,60478,ZCTA5 60478,56176,6313,60730,7711,81306,13245,43898,6359
8600000US60479,60479,ZCTA5 60479,78750,24271,83611,18035,96250,30415,31250,13831
8600000US60480,60480,ZCTA5 60480,77984,14395,99028,11033,104087,18812,34844,18029
8600000US60481,60481,ZCTA5 60481,58430,4817,70353,3704,80000,6604,42382,8346
8600000US60482,60482,ZCTA5 60482,53129,4319,57672,4731,67204,8952,26313,9639
8600000US60484,60484,ZCTA5 60484,47248,4046,55734,8687,75893,20600,26800,5989
8600000US60487,60487,ZCTA5 60487,96144,6289,105509,7790,115824,7509,63883,4422
8600000US60490,60490,ZCTA5 60490,112111,3782,112128,4901,116903,4505,101696,30139
8600000US60491,60491,ZCTA5 60491,90575,5657,101262,5138,104362,6585,40139,4035
8600000US60501,60501,ZCTA5 60501,48014,4939,48049,5068,56622,6265,32097,13746
8600000US60502,60502,ZCTA5 60502,105796,3536,119010,7404,129375,6940,60882,5946
8600000US60503,60503,ZCTA5 60503,107447,10603,118029,15544,126365,9922,66310,6437
8600000US60504,60504,ZCTA5 60504,74426,7374,83858,6635,100814,8487,54864,6961
8600000US60505,60505,ZCTA5 60505,44808,2392,47448,2492,52583,2232,30009,2164
8600000US60506,60506,ZCTA5 60506,57453,3452,68258,2864,83949,4466,31388,2853
8600000US60510,60510,ZCTA5 60510,90641,5222,113083,6529,121657,5050,39444,6450
8600000US60511,60511,ZCTA5 60511,80227,16001,92361,6941,95625,6155,-,**
8600000US60512,60512,ZCTA5 60512,51463,25481,50612,42877,52394,40997,-,**
8600000US60513,60513,ZCTA5 60513,75336,4342,88594,7181,102681,7344,35425,4787
8600000US60514,60514,ZCTA5 60514,105566,10802,147235,32776,193835,27864,44327,19751
8600000US60515,60515,ZCTA5 60515,84553,5247,114661,5974,129261,7894,35878,3459
8600000US60516,60516,ZCTA5 60516,84666,4777,109514,3928,116164,5525,42500,6691
8600000US60517,60517,ZCTA5 60517,76324,5152,99977,4166,109897,7617,48118,4584
8600000US60518,60518,ZCTA5 60518,49474,7690,63846,9975,74940,7082,27444,5146
8600000US60519,60519,ZCTA5 60519,-,**,-,**,-,**,-,**
8600000US60520,60520,ZCTA5 60520,61542,7874,75481,12082,82039,10460,35833,5814
8600000US60521,60521,ZCTA5 60521,169674,15043,203125,13119,225800,18751,49630,9536
8600000US60523,60523,ZCTA5 60523,99976,11387,151439,12057,154316,12581,33618,14508
8600000US60525,60525,ZCTA5 60525,79145,4195,104786,7790,132266,11452,41538,3639
8600000US60526,60526,ZCTA5 60526,84342,11233,108484,7349,115586,7784,38371,5042
8600000US60527,60527,ZCTA5 60527,79322,4951,104858,8797,126532,9676,45985,2320
8600000US60530,60530,ZCTA5 60530,51761,5450,51691,4563,58750,24620,51000,25112
8600000US60531,60531,ZCTA5 60531,64450,4353,64750,7697,67188,8472,39375,15577
8600000US60532,60532,ZCTA5 60532,74758,4296,105922,4929,119675,10128,43173,3747
8600000US60534,60534,ZCTA5 60534,45825,5942,58388,5451,65750,6908,31618,9402
8600000US60536,60536,ZCTA5 60536,70000,30424,78750,31423,85625,38350,49750,30720
8600000US60537,60537,ZCTA5 60537,60625,13625,72500,13162,81875,13592,34205,5817
8600000US60538,60538,ZCTA5 60538,72301,5674,81782,7730,88170,9053,38668,7695
8600000US60539,60539,ZCTA5 60539,-,**,-,**,-,**,-,**
8600000US60540,60540,ZCTA5 60540,104074,3549,122701,3452,133039,6546,52293,4926
8600000US60541,60541,ZCTA5 60541,73261,9010,82878,4194,86780,6998,50625,17836
8600000US60542,60542,ZCTA5 60542,82023,4384,91942,9060,103534,8759,45625,7993
8600000US60543,60543,ZCTA5 60543,95611,6357,102695,5460,110857,8173,72637,28422
8600000US60544,60544,ZCTA5 60544,69353,3705,87526,9456,106090,5467,35734,6529
8600000US60545,60545,ZCTA5 60545,60017,11671,77825,17018,92986,15539,34099,11119
8600000US60546,60546,ZCTA5 60546,72481,7899,94514,11770,116136,11241,35071,6959
8600000US60548,60548,ZCTA5 60548,65123,7276,76069,7784,82129,6803,31818,8802
8600000US60549,60549,ZCTA5 60549,-,**,51154,46523,54052,34589,-,**
8600000US60550,60550,ZCTA5 60550,54750,8151,72841,20919,85893,10603,36875,12660
8600000US60551,60551,ZCTA5 60551,60081,7457,71808,8677,80284,6866,40330,9023
8600000US60552,60552,ZCTA5 60552,75962,8777,80500,8344,91838,16385,48929,39740
8600000US60553,60553,ZCTA5 60553,61382,4744,67813,12778,80000,14517,31000,13765
8600000US60554,60554,ZCTA5 60554,103422,8580,113202,6146,115327,13782,62813,9553
8600000US60555,60555,ZCTA5 60555,80959,5128,94443,5417,100161,7168,57618,5837
8600000US60556,60556,ZCTA5 60556,69132,6649,79545,11129,86111,6072,34821,15180
8600000US60557,60557,ZCTA5 60557,-,**,-,**,-,**,-,**
8600000US60558,60558,ZCTA5 60558,147361,10263,167895,11127,172194,12290,58750,14585
8600000US60559,60559,ZCTA5 60559,57971,6318,76999,2860,89462,8348,35029,3744
